Heure,Hydro Run-of-river and poundage,Solar,Waste,Wind Onshore
2023-01-22 08:00:00+01:00,4585,397,123,5351
2023-01-22 09:00:00+01:00,4760,1402,125,5342
2023-01-22 10:00:00+01:00,5076,2955,124,5020
2023-01-22 11:00:00+01:00,5167,3919,124,4691
2023-01-22 12:00:00+01:00,5194,4252,117,4408
2023-01-22 13:00:00+01:00,4920,4162,118,4199
2023-01-22 14:00:00+01:00,4837,3570,117,4054
2023-01-22 15:00:00+01:00,4761,2478,117,3920
2023-01-22 16:00:00+01:00,4825,1133,115,3778
2023-01-22 17:00:00+01:00,5627,312,115,3567
2023-01-22 18:00:00+01:00,6185,217,115,3548
2023-01-22 19:00:00+01:00,6261,0,113,3628
2023-01-22 20:00:00+01:00,5851,0,105,3605
2023-01-22 21:00:00+01:00,5545,0,106,3597
2023-01-22 22:00:00+01:00,5350,0,103,3487
2023-01-22 23:00:00+01:00,5141,0,95,3409
2023-01-23 00:00:00+01:00,4942,0,92,3453
2023-01-23 01:00:00+01:00,4607,0,97,3484
2023-01-23 02:00:00+01:00,4483,0,101,3570
2023-01-23 03:00:00+01:00,4437,0,104,3628
2023-01-23 04:00:00+01:00,4253,0,101,3763
2023-01-23 05:00:00+01:00,4406,0,98,3909
2023-01-23 06:00:00+01:00,5020,0,95,3950
2023-01-23 07:00:00+01:00,5948,0,99,4133
2023-01-23 08:00:00+01:00,6441,385,104,4393
2023-01-23 09:00:00+01:00,6697,1075,103,4558
2023-01-23 10:00:00+01:00,6725,2261,107,4630
2023-01-23 11:00:00+01:00,6701,3057,104,4693
2023-01-23 12:00:00+01:00,6617,3294,105,5050
2023-01-23 13:00:00+01:00,6438,3193,105,5581
2023-01-23 14:00:00+01:00,6321,2668,107,6325
2023-01-23 15:00:00+01:00,6142,1703,107,7091
2023-01-23 16:00:00+01:00,6081,748,106,7478
2023-01-23 17:00:00+01:00,6148,273,107,8023
2023-01-23 18:00:00+01:00,6618,221,107,8122
2023-01-23 19:00:00+01:00,6624,0,106,7823
2023-01-23 20:00:00+01:00,6073,0,104,7820
2023-01-23 21:00:00+01:00,5498,0,108,7641
2023-01-23 22:00:00+01:00,5241,0,111,7820
2023-01-23 23:00:00+01:00,4971,0,109,7964
2023-01-24 00:00:00+01:00,4685,0,108,7792
2023-01-24 01:00:00+01:00,4452,0,109,7810
2023-01-24 02:00:00+01:00,4378,0,109,7738
2023-01-24 03:00:00+01:00,4343,0,107,7482
2023-01-24 04:00:00+01:00,4419,0,106,6868
2023-01-24 05:00:00+01:00,4358,0,106,6512
2023-01-24 06:00:00+01:00,4825,0,103,6397
2023-01-24 07:00:00+01:00,5648,0,100,6353
2023-01-24 08:00:00+01:00,6329,390,96,6006
2023-01-24 09:00:00+01:00,6389,1161,99,5686
2023-01-24 10:00:00+01:00,6430,2578,98,5207
2023-01-24 11:00:00+01:00,6396,3543,99,4724
2023-01-24 12:00:00+01:00,6310,4158,100,4247
2023-01-24 13:00:00+01:00,6222,4135,101,3949
2023-01-24 14:00:00+01:00,6113,3476,100,3619
2023-01-24 15:00:00+01:00,6177,2410,100,3275
2023-01-24 16:00:00+01:00,6296,1107,100,2995
2023-01-24 17:00:00+01:00,6623,309,101,2925
2023-01-24 18:00:00+01:00,6917,219,100,2911
2023-01-24 19:00:00+01:00,6860,0,101,2784
2023-01-24 20:00:00+01:00,6284,0,98,2711
2023-01-24 21:00:00+01:00,5805,0,101,2577
2023-01-24 22:00:00+01:00,5274,0,103,2415
2023-01-24 23:00:00+01:00,4902,0,102,2304
2023-01-25 00:00:00+01:00,4700,0,107,2190
2023-01-25 01:00:00+01:00,4584,0,105,2008
2023-01-25 02:00:00+01:00,4509,0,109,1906
2023-01-25 03:00:00+01:00,4392,0,113,1813
2023-01-25 04:00:00+01:00,4259,0,113,1866
2023-01-25 05:00:00+01:00,4217,0,113,1984
2023-01-25 06:00:00+01:00,4881,0,112,2041
2023-01-25 07:00:00+01:00,5837,0,110,2104
2023-01-25 08:00:00+01:00,6278,422,111,2119
2023-01-25 09:00:00+01:00,6337,1225,104,2062
2023-01-25 10:00:00+01:00,6630,2394,103,1975
2023-01-25 11:00:00+01:00,6432,3221,107,1861
2023-01-25 12:00:00+01:00,6254,3539,103,1777
2023-01-25 13:00:00+01:00,6326,3501,107,1684
2023-01-25 14:00:00+01:00,6285,3027,102,1504
2023-01-25 15:00:00+01:00,6141,1992,102,1462
2023-01-25 16:00:00+01:00,6158,866,101,1708
2023-01-25 17:00:00+01:00,6544,290,103,1866
2023-01-25 18:00:00+01:00,6763,218,105,1797
2023-01-25 19:00:00+01:00,6794,0,103,1925
2023-01-25 20:00:00+01:00,6239,0,102,1755
2023-01-25 21:00:00+01:00,5855,0,106,1469
2023-01-25 22:00:00+01:00,5515,0,108,1323
2023-01-25 23:00:00+01:00,5155,0,110,1329
2023-01-26 00:00:00+01:00,4677,0,108,1389
2023-01-26 01:00:00+01:00,4564,0,109,1569
2023-01-26 02:00:00+01:00,4576,0,110,1793
2023-01-26 03:00:00+01:00,4509,0,111,1822
2023-01-26 04:00:00+01:00,4337,0,110,1933
2023-01-26 05:00:00+01:00,4450,0,108,2038
2023-01-26 06:00:00+01:00,4967,0,106,2515
2023-01-26 07:00:00+01:00,5671,0,104,3026
2023-01-26 08:00:00+01:00,6038,446,104,3498
2023-01-26 09:00:00+01:00,6211,1386,106,3700
2023-01-26 10:00:00+01:00,6280,2823,107,3992
2023-01-26 11:00:00+01:00,5906,3604,108,4227
2023-01-26 12:00:00+01:00,5388,4066,110,4532
2023-01-26 13:00:00+01:00,5361,4075,110,4827
2023-01-26 14:00:00+01:00,5546,3537,110,5244
2023-01-26 15:00:00+01:00,5447,2541,111,5684
2023-01-26 16:00:00+01:00,5758,1165,111,5912
2023-01-26 17:00:00+01:00,6063,332,110,6334
2023-01-26 18:00:00+01:00,6549,227,109,6440
2023-01-26 19:00:00+01:00,6247,0,110,6563
2023-01-26 20:00:00+01:00,5695,0,111,6668
2023-01-26 21:00:00+01:00,5117,0,112,6748
2023-01-26 22:00:00+01:00,4686,0,115,6186
2023-01-26 23:00:00+01:00,4504,0,116,6022
2023-01-27 00:00:00+01:00,4324,0,118,6216
2023-01-27 01:00:00+01:00,4163,0,119,6735
2023-01-27 02:00:00+01:00,4135,0,122,7144
2023-01-27 03:00:00+01:00,4075,0,122,7206
2023-01-27 04:00:00+01:00,3999,0,123,7062
2023-01-27 05:00:00+01:00,4095,0,119,7010
2023-01-27 06:00:00+01:00,4632,0,116,7221
2023-01-27 07:00:00+01:00,5188,0,106,7751
2023-01-27 08:00:00+01:00,5715,470,108,8114
2023-01-27 09:00:00+01:00,6032,1451,111,8078
2023-01-27 10:00:00+01:00,6006,3044,110,7942
2023-01-27 11:00:00+01:00,5837,4155,109,8028
2023-01-27 12:00:00+01:00,5455,4454,112,8125
2023-01-27 13:00:00+01:00,5259,4251,110,7938
2023-01-27 14:00:00+01:00,5321,3594,108,7584
2023-01-27 15:00:00+01:00,5470,2459,101,7140
2023-01-27 16:00:00+01:00,5706,1107,109,7032
2023-01-27 17:00:00+01:00,6228,321,121,6817
2023-01-27 18:00:00+01:00,6616,219,127,6906
2023-01-27 19:00:00+01:00,6568,0,124,6744
2023-01-27 20:00:00+01:00,6051,0,124,6724
2023-01-27 21:00:00+01:00,5106,0,126,6715
2023-01-27 22:00:00+01:00,4685,0,127,6145
2023-01-27 23:00:00+01:00,4592,0,127,5646
2023-01-28 00:00:00+01:00,4145,0,129,5358
2023-01-28 01:00:00+01:00,3744,0,130,5091
2023-01-28 02:00:00+01:00,3496,0,130,5252
2023-01-28 03:00:00+01:00,3404,0,123,5446
2023-01-28 04:00:00+01:00,3371,0,118,5288
2023-01-28 05:00:00+01:00,3379,0,115,5291
2023-01-28 06:00:00+01:00,3457,0,108,5562
2023-01-28 07:00:00+01:00,3764,0,113,5690
2023-01-28 08:00:00+01:00,4205,404,118,5073
2023-01-28 09:00:00+01:00,4534,1132,129,4821
2023-01-28 10:00:00+01:00,4654,2370,134,4575
2023-01-28 11:00:00+01:00,4651,3404,125,4754
2023-01-28 12:00:00+01:00,4371,4094,131,4992
2023-01-28 13:00:00+01:00,3959,3831,138,5439
2023-01-28 14:00:00+01:00,3696,3107,136,5509
2023-01-28 15:00:00+01:00,4044,2103,138,4949
2023-01-28 16:00:00+01:00,4361,939,137,4057
2023-01-28 17:00:00+01:00,5453,305,134,3414
2023-01-28 18:00:00+01:00,6001,216,129,3201
2023-01-28 19:00:00+01:00,5935,0,130,2956
2023-01-28 20:00:00+01:00,5222,0,129,2974
2023-01-28 21:00:00+01:00,4454,0,130,2798
2023-01-28 22:00:00+01:00,4346,0,133,2570
2023-01-28 23:00:00+01:00,4309,0,132,2318
2023-01-29 00:00:00+01:00,3842,0,126,1988
2023-01-29 01:00:00+01:00,3633,0,139,1780
2023-01-29 02:00:00+01:00,3351,0,135,1761
2023-01-29 03:00:00+01:00,2876,0,127,1768
2023-01-29 04:00:00+01:00,2868,0,126,1557
2023-01-29 05:00:00+01:00,2919,0,125,1405
2023-01-29 06:00:00+01:00,2950,0,125,1394
2023-01-29 07:00:00+01:00,3074,0,127,1476
2023-01-29 08:00:00+01:00,3378,495,124,1363
2023-01-29 09:00:00+01:00,3792,1784,124,1327
2023-01-29 10:00:00+01:00,3668,3746,128,1132
2023-01-29 11:00:00+01:00,3592,5318,136,1118
2023-01-29 12:00:00+01:00,3458,6269,129,1215
2023-01-29 13:00:00+01:00,3111,6237,127,1395
2023-01-29 14:00:00+01:00,2857,5439,128,1611
2023-01-29 15:00:00+01:00,2874,3910,123,1780
2023-01-29 16:00:00+01:00,3026,1771,118,1964
2023-01-29 17:00:00+01:00,3792,408,116,2235
2023-01-29 18:00:00+01:00,4734,215,116,2753
2023-01-29 19:00:00+01:00,5037,0,120,3407
2023-01-29 20:00:00+01:00,4566,0,121,4034
2023-01-29 21:00:00+01:00,3890,0,119,4555
2023-01-29 22:00:00+01:00,3390,0,118,4689
2023-01-29 23:00:00+01:00,3085,0,123,5022
2023-01-30 00:00:00+01:00,3019,0,122,5381
2023-01-30 01:00:00+01:00,2664,0,125,5849
2023-01-30 02:00:00+01:00,2565,0,121,6403
2023-01-30 03:00:00+01:00,2519,0,123,6565
2023-01-30 04:00:00+01:00,2587,0,124,6431
2023-01-30 05:00:00+01:00,2845,0,121,6624
2023-01-30 06:00:00+01:00,3315,0,119,6947
2023-01-30 07:00:00+01:00,4185,0,115,7006
2023-01-30 08:00:00+01:00,4873,526,118,6553
2023-01-30 09:00:00+01:00,5376,1915,119,6358
2023-01-30 10:00:00+01:00,5260,3849,121,6026
2023-01-30 11:00:00+01:00,4985,5032,135,5730
2023-01-30 12:00:00+01:00,4551,5808,117,5669
2023-01-30 13:00:00+01:00,4126,5987,115,5538
2023-01-30 14:00:00+01:00,3973,5625,127,5580
2023-01-30 15:00:00+01:00,4047,4139,116,5333
2023-01-30 16:00:00+01:00,4445,1965,118,4479
2023-01-30 17:00:00+01:00,5146,485,115,3784
2023-01-30 18:00:00+01:00,5956,218,111,3353
2023-01-30 19:00:00+01:00,6099,0,115,3109
2023-01-30 20:00:00+01:00,5584,0,120,2905
2023-01-30 21:00:00+01:00,4940,0,120,2568
2023-01-30 22:00:00+01:00,4652,0,121,2263
2023-01-30 23:00:00+01:00,4354,0,125,2057
2023-01-31 00:00:00+01:00,3961,0,148,1971
2023-01-31 01:00:00+01:00,3649,0,150,2059
2023-01-31 02:00:00+01:00,3304,0,153,2325
2023-01-31 03:00:00+01:00,3190,0,156,2655
2023-01-31 04:00:00+01:00,3256,0,154,2856
2023-01-31 05:00:00+01:00,3459,0,153,3076
2023-01-31 06:00:00+01:00,4014,0,150,3392
2023-01-31 07:00:00+01:00,4786,0,149,3686
2023-01-31 08:00:00+01:00,5374,524,145,3667
2023-01-31 09:00:00+01:00,5531,1907,139,3618
2023-01-31 10:00:00+01:00,5315,3931,142,3893
2023-01-31 11:00:00+01:00,4753,5222,137,4350
2023-01-31 12:00:00+01:00,4201,5922,139,5166
2023-01-31 13:00:00+01:00,3784,5900,140,5906
2023-01-31 14:00:00+01:00,3647,4917,138,6140
2023-01-31 15:00:00+01:00,3764,3412,140,6008
2023-01-31 16:00:00+01:00,3939,1623,140,5577
2023-01-31 17:00:00+01:00,4574,424,146,5294
2023-01-31 18:00:00+01:00,5319,215,149,5258
2023-01-31 19:00:00+01:00,5590,0,148,5441
2023-01-31 20:00:00+01:00,5120,0,151,5648
2023-01-31 21:00:00+01:00,4725,0,152,5713
2023-01-31 22:00:00+01:00,4422,0,155,5770
2023-01-31 23:00:00+01:00,4078,0,155,6122
2023-02-01 00:00:00+01:00,3614,0,135,6560
2023-02-01 01:00:00+01:00,3389,0,125,6658
2023-02-01 02:00:00+01:00,3203,0,125,6826
2023-02-01 03:00:00+01:00,3021,0,124,6869
2023-02-01 04:00:00+01:00,2963,0,121,6742
2023-02-01 05:00:00+01:00,2996,0,120,6731
2023-02-01 06:00:00+01:00,3410,0,117,6456
2023-02-01 07:00:00+01:00,4215,0,115,6466
2023-02-01 08:00:00+01:00,4661,473,115,6514
2023-02-01 09:00:00+01:00,4701,1639,116,6504
2023-02-01 10:00:00+01:00,4592,3447,115,6235
2023-02-01 11:00:00+01:00,4182,4784,116,6736
2023-02-01 12:00:00+01:00,3793,5627,117,7468
2023-02-01 13:00:00+01:00,3394,5681,120,7931
2023-02-01 14:00:00+01:00,3269,5054,120,8272
2023-02-01 15:00:00+01:00,3212,3728,122,8513
2023-02-01 16:00:00+01:00,3271,1959,124,8195
2023-02-01 17:00:00+01:00,3955,510,120,7804
2023-02-01 18:00:00+01:00,4739,218,118,7950
2023-02-01 19:00:00+01:00,5058,0,116,8184
2023-02-01 20:00:00+01:00,4724,0,118,7807
2023-02-01 21:00:00+01:00,4134,0,120,7472
2023-02-01 22:00:00+01:00,3770,0,125,7431
2023-02-01 23:00:00+01:00,3353,0,128,7370
2023-02-02 00:00:00+01:00,2908,0,128,7240
2023-02-02 01:00:00+01:00,2560,0,124,6886
2023-02-02 02:00:00+01:00,2498,0,124,6380
2023-02-02 03:00:00+01:00,2463,0,125,6186
2023-02-02 04:00:00+01:00,2539,0,126,5851
2023-02-02 05:00:00+01:00,2612,0,124,5617
2023-02-02 06:00:00+01:00,2956,0,118,5511
2023-02-02 07:00:00+01:00,3723,228,117,5564
2023-02-02 08:00:00+01:00,4185,566,115,5510
2023-02-02 09:00:00+01:00,4186,2136,115,5210
2023-02-02 10:00:00+01:00,4243,3918,111,4944
2023-02-02 11:00:00+01:00,3998,5818,114,5299
2023-02-02 12:00:00+01:00,3523,6512,107,5583
2023-02-02 13:00:00+01:00,3224,6714,105,5887
2023-02-02 14:00:00+01:00,3154,6001,104,6197
2023-02-02 15:00:00+01:00,3211,4495,114,6055
2023-02-02 16:00:00+01:00,3530,2461,118,5965
2023-02-02 17:00:00+01:00,4305,663,121,5976
2023-02-02 18:00:00+01:00,4965,256,122,6205
2023-02-02 19:00:00+01:00,4880,0,123,6222
2023-02-02 20:00:00+01:00,4282,0,125,6194
2023-02-02 21:00:00+01:00,3619,0,127,6466
2023-02-02 22:00:00+01:00,3402,0,126,6203
2023-02-02 23:00:00+01:00,3257,0,112,5952
2023-02-03 00:00:00+01:00,2855,0,112,5948
2023-02-03 01:00:00+01:00,2554,0,112,6107
2023-02-03 02:00:00+01:00,2379,0,110,6480
2023-02-03 03:00:00+01:00,2341,0,110,6108
2023-02-03 04:00:00+01:00,2321,0,113,5854
2023-02-03 05:00:00+01:00,2383,0,111,5570
2023-02-03 06:00:00+01:00,2721,0,117,5877
2023-02-03 07:00:00+01:00,3418,257,119,5988
2023-02-03 08:00:00+01:00,4137,657,124,5988
2023-02-03 09:00:00+01:00,4165,2594,125,5789
2023-02-03 10:00:00+01:00,4216,5155,124,5826
2023-02-03 11:00:00+01:00,3962,6499,128,6081
2023-02-03 12:00:00+01:00,3340,7104,130,6374
2023-02-03 13:00:00+01:00,2970,7228,130,6598
2023-02-03 14:00:00+01:00,2714,6554,128,6128
2023-02-03 15:00:00+01:00,2651,5067,123,5748
2023-02-03 16:00:00+01:00,2776,2760,123,5497
2023-02-03 17:00:00+01:00,3147,745,124,5384
2023-02-03 18:00:00+01:00,3819,290,123,5135
2023-02-03 19:00:00+01:00,4143,0,125,4765
2023-02-03 20:00:00+01:00,3832,0,130,4414
2023-02-03 21:00:00+01:00,3457,0,131,4152
2023-02-03 22:00:00+01:00,3277,0,130,3766
2023-02-03 23:00:00+01:00,3054,0,133,3403
2023-02-04 00:00:00+01:00,2719,0,134,3159
2023-02-04 01:00:00+01:00,2500,0,134,3079
2023-02-04 02:00:00+01:00,2272,0,137,2995
2023-02-04 03:00:00+01:00,2250,0,135,2927
2023-02-04 04:00:00+01:00,2273,0,134,2807
2023-02-04 05:00:00+01:00,2278,0,136,2666
2023-02-04 06:00:00+01:00,2274,0,134,2552
2023-02-04 07:00:00+01:00,2538,299,135,2523
2023-02-04 08:00:00+01:00,2884,659,136,2388
2023-02-04 09:00:00+01:00,3226,2270,136,2255
2023-02-04 10:00:00+01:00,3320,4242,134,2116
2023-02-04 11:00:00+01:00,3231,5250,136,2020
2023-02-04 12:00:00+01:00,2942,5778,134,2047
2023-02-04 13:00:00+01:00,2708,5816,134,2181
2023-02-04 14:00:00+01:00,2614,5389,135,2332
2023-02-04 15:00:00+01:00,2580,4140,134,2400
2023-02-04 16:00:00+01:00,2665,2194,134,2558
2023-02-04 17:00:00+01:00,3239,614,136,2665
2023-02-04 18:00:00+01:00,3750,289,134,2824
2023-02-04 19:00:00+01:00,3709,0,132,3096
2023-02-04 20:00:00+01:00,3378,0,134,3405
2023-02-04 21:00:00+01:00,2938,0,136,3460
2023-02-04 22:00:00+01:00,2851,0,136,3258
2023-02-04 23:00:00+01:00,2666,0,137,3328
2023-02-05 00:00:00+01:00,2576,0,137,3418
2023-02-05 01:00:00+01:00,2477,0,135,3224
2023-02-05 02:00:00+01:00,2322,0,132,3189
2023-02-05 03:00:00+01:00,2188,0,135,3391
2023-02-05 04:00:00+01:00,2081,0,132,3652
2023-02-05 05:00:00+01:00,2046,0,132,3875
2023-02-05 06:00:00+01:00,2132,0,131,4432
2023-02-05 07:00:00+01:00,2273,303,128,5058
2023-02-05 08:00:00+01:00,2389,652,131,5685
2023-02-05 09:00:00+01:00,2465,1935,132,6537
2023-02-05 10:00:00+01:00,2435,3611,132,6896
2023-02-05 11:00:00+01:00,2420,4681,132,7615
2023-02-05 12:00:00+01:00,2304,5496,133,8987
2023-02-05 13:00:00+01:00,2196,5696,132,9660
2023-02-05 14:00:00+01:00,2147,5145,133,9695
2023-02-05 15:00:00+01:00,1972,3864,133,9022
2023-02-05 16:00:00+01:00,2093,2208,133,8319
2023-02-05 17:00:00+01:00,2482,629,131,7760
2023-02-05 18:00:00+01:00,3072,285,130,8178
2023-02-05 19:00:00+01:00,3298,0,131,8799
2023-02-05 20:00:00+01:00,3143,0,130,9348
2023-02-05 21:00:00+01:00,2696,0,131,9445
2023-02-05 22:00:00+01:00,2615,0,130,8884
2023-02-05 23:00:00+01:00,2547,0,131,8235
2023-02-06 00:00:00+01:00,2480,0,130,7683
2023-02-06 01:00:00+01:00,2412,0,132,7316
2023-02-06 02:00:00+01:00,2344,0,130,6902
2023-02-06 03:00:00+01:00,2229,0,129,6669
2023-02-06 04:00:00+01:00,2182,0,129,6376
2023-02-06 05:00:00+01:00,2382,0,127,6097
2023-02-06 06:00:00+01:00,2964,0,124,5851
2023-02-06 07:00:00+01:00,3828,283,121,5863
2023-02-06 08:00:00+01:00,4536,631,118,5317
2023-02-06 09:00:00+01:00,4693,2560,117,4617
2023-02-06 10:00:00+01:00,4244,5380,120,3975
2023-02-06 11:00:00+01:00,4007,7182,117,4027
2023-02-06 12:00:00+01:00,3646,7927,119,3857
2023-02-06 13:00:00+01:00,3353,8025,115,3809
2023-02-06 14:00:00+01:00,3394,7261,121,4130
2023-02-06 15:00:00+01:00,3544,5622,122,4599
2023-02-06 16:00:00+01:00,3859,3021,122,5095
2023-02-06 17:00:00+01:00,4788,811,116,5146
2023-02-06 18:00:00+01:00,5304,272,112,5714
2023-02-06 19:00:00+01:00,5267,0,112,6529
2023-02-06 20:00:00+01:00,4795,0,119,6997
2023-02-06 21:00:00+01:00,4131,0,115,7162
2023-02-06 22:00:00+01:00,4167,0,122,6783
2023-02-06 23:00:00+01:00,3909,0,124,6493
2023-02-07 00:00:00+01:00,3507,0,131,6681
2023-02-07 01:00:00+01:00,3319,0,141,7080
2023-02-07 02:00:00+01:00,3222,0,141,7458
2023-02-07 03:00:00+01:00,3195,0,137,7557
2023-02-07 04:00:00+01:00,3040,0,139,7528
2023-02-07 05:00:00+01:00,2975,0,139,7432
2023-02-07 06:00:00+01:00,3861,0,135,7441
2023-02-07 07:00:00+01:00,4888,288,136,7494
2023-02-07 08:00:00+01:00,5355,649,135,7214
2023-02-07 09:00:00+01:00,5338,2246,135,6506
2023-02-07 10:00:00+01:00,4602,4359,125,6029
2023-02-07 11:00:00+01:00,4085,5955,132,5607
2023-02-07 12:00:00+01:00,3825,6897,131,5111
2023-02-07 13:00:00+01:00,3508,7047,116,4890
2023-02-07 14:00:00+01:00,3466,6551,113,4639
2023-02-07 15:00:00+01:00,3672,4794,112,4400
2023-02-07 16:00:00+01:00,4269,2620,115,4304
2023-02-07 17:00:00+01:00,4985,714,113,4254
2023-02-07 18:00:00+01:00,5728,274,115,4603
2023-02-07 19:00:00+01:00,5911,0,119,5212
2023-02-07 20:00:00+01:00,5594,0,125,5615
2023-02-07 21:00:00+01:00,4969,0,133,5311
2023-02-07 22:00:00+01:00,4566,0,115,4744
2023-02-07 23:00:00+01:00,4302,0,113,4262
2023-02-08 00:00:00+01:00,3967,0,114,3824
2023-02-08 01:00:00+01:00,3797,0,108,3594
2023-02-08 02:00:00+01:00,3602,0,107,3517
2023-02-08 03:00:00+01:00,3499,0,111,3335
2023-02-08 04:00:00+01:00,3457,0,111,3219
2023-02-08 05:00:00+01:00,3519,0,111,3446
2023-02-08 06:00:00+01:00,4202,0,108,3245
2023-02-08 07:00:00+01:00,5137,296,105,3369
2023-02-08 08:00:00+01:00,5469,886,106,3729
2023-02-08 09:00:00+01:00,4976,3302,108,3673
2023-02-08 10:00:00+01:00,4464,6175,114,2887
2023-02-08 11:00:00+01:00,3989,8014,115,2218
2023-02-08 12:00:00+01:00,3738,8821,115,1871
2023-02-08 13:00:00+01:00,3637,8770,115,1615
2023-02-08 14:00:00+01:00,3489,7760,116,1537
2023-02-08 15:00:00+01:00,3604,5876,109,1505
2023-02-08 16:00:00+01:00,3964,3158,105,1480
2023-02-08 17:00:00+01:00,4465,831,107,1496
2023-02-08 18:00:00+01:00,5099,220,108,1936
2023-02-08 19:00:00+01:00,5253,0,108,2381
2023-02-08 20:00:00+01:00,4782,0,108,2708
2023-02-08 21:00:00+01:00,4249,0,107,3050
2023-02-08 22:00:00+01:00,4142,0,109,2890
2023-02-08 23:00:00+01:00,3743,0,109,2499
2023-02-09 00:00:00+01:00,3563,0,109,2269
2023-02-09 01:00:00+01:00,3351,0,110,2151
2023-02-09 02:00:00+01:00,3291,0,110,1963
2023-02-09 03:00:00+01:00,3288,0,109,1742
2023-02-09 04:00:00+01:00,3261,0,109,1591
2023-02-09 05:00:00+01:00,3259,0,108,1456
2023-02-09 06:00:00+01:00,3967,0,108,1368
2023-02-09 07:00:00+01:00,4908,238,108,1264
2023-02-09 08:00:00+01:00,5581,827,107,1166
2023-02-09 09:00:00+01:00,5588,3171,112,983
2023-02-09 10:00:00+01:00,5127,5951,111,923
2023-02-09 11:00:00+01:00,4491,7839,117,841
2023-02-09 12:00:00+01:00,3823,8518,117,735
2023-02-09 13:00:00+01:00,3561,8099,114,689
2023-02-09 14:00:00+01:00,3763,7128,113,684
2023-02-09 15:00:00+01:00,3513,5359,112,692
2023-02-09 16:00:00+01:00,3706,3006,114,714
2023-02-09 17:00:00+01:00,4467,779,111,747
2023-02-09 18:00:00+01:00,5510,226,104,821
2023-02-09 19:00:00+01:00,5799,0,107,923
2023-02-09 20:00:00+01:00,5385,0,108,970
2023-02-09 21:00:00+01:00,4712,0,109,941
2023-02-09 22:00:00+01:00,4423,0,114,912
2023-02-09 23:00:00+01:00,4172,0,117,905
2023-02-10 00:00:00+01:00,3641,0,131,884
2023-02-10 01:00:00+01:00,3265,0,135,884
2023-02-10 02:00:00+01:00,2858,0,133,919
2023-02-10 03:00:00+01:00,2763,0,133,929
2023-02-10 04:00:00+01:00,2815,0,135,973
2023-02-10 05:00:00+01:00,2926,0,134,1014
2023-02-10 06:00:00+01:00,3663,0,128,1001
2023-02-10 07:00:00+01:00,4753,247,125,1144
2023-02-10 08:00:00+01:00,5537,900,128,1340
2023-02-10 09:00:00+01:00,5504,3427,129,1412
2023-02-10 10:00:00+01:00,4719,6187,128,1271
2023-02-10 11:00:00+01:00,4129,7764,131,1179
2023-02-10 12:00:00+01:00,3557,8558,128,1206
2023-02-10 13:00:00+01:00,3288,8654,129,1295
2023-02-10 14:00:00+01:00,3228,7948,128,1404
2023-02-10 15:00:00+01:00,3223,6221,128,1563
2023-02-10 16:00:00+01:00,3525,3575,127,1616
2023-02-10 17:00:00+01:00,3990,992,129,1537
2023-02-10 18:00:00+01:00,4890,218,129,1627
2023-02-10 19:00:00+01:00,5073,0,124,1831
2023-02-10 20:00:00+01:00,4909,0,125,2097
2023-02-10 21:00:00+01:00,4142,0,130,2320
2023-02-10 22:00:00+01:00,3745,0,132,2429
2023-02-10 23:00:00+01:00,3553,0,136,2406
2023-02-11 00:00:00+01:00,3259,0,137,2397
2023-02-11 01:00:00+01:00,2967,0,136,2252
2023-02-11 02:00:00+01:00,2791,0,137,2190
2023-02-11 03:00:00+01:00,2613,0,138,2116
2023-02-11 04:00:00+01:00,2614,0,136,1851
2023-02-11 05:00:00+01:00,2523,0,133,1770
2023-02-11 06:00:00+01:00,2753,0,130,1781
2023-02-11 07:00:00+01:00,3208,246,118,1839
2023-02-11 08:00:00+01:00,3298,958,104,1906
2023-02-11 09:00:00+01:00,3359,3582,103,1841
2023-02-11 10:00:00+01:00,3365,6503,101,1528
2023-02-11 11:00:00+01:00,3127,8308,104,1324
2023-02-11 12:00:00+01:00,2695,9137,105,1283
2023-02-11 13:00:00+01:00,2376,9127,105,1285
2023-02-11 14:00:00+01:00,2353,8180,107,1202
2023-02-11 15:00:00+01:00,2401,6339,107,1073
2023-02-11 16:00:00+01:00,2629,3654,107,1108
2023-02-11 17:00:00+01:00,3077,1033,107,1293
2023-02-11 18:00:00+01:00,3867,220,105,1810
2023-02-11 19:00:00+01:00,4022,0,106,2431
2023-02-11 20:00:00+01:00,3774,0,107,3050
2023-02-11 21:00:00+01:00,3444,0,107,3485
2023-02-11 22:00:00+01:00,3091,0,107,3525
2023-02-11 23:00:00+01:00,2573,0,109,3366
2023-02-12 00:00:00+01:00,2382,0,111,3320
2023-02-12 01:00:00+01:00,2300,0,111,3263
2023-02-12 02:00:00+01:00,2356,0,113,3384
2023-02-12 03:00:00+01:00,2292,0,111,3325
